Season,MatchWeek,Date,Team,Full Time Goals,Elo-rating before match,Elo-rating after match
2019-2020,17,2019-12-15,Man City,3,1835.55,1842.08
2019-2020,17,2019-12-16,Crystal Palace,1,1600.1,1596.22
2019-2020,17,2019-12-16,Brighton,1,1508.02,1511.9
2019-2020,18,2019-12-21,Everton,0,1554.33,1556.58
2019-2020,18,2019-12-21,Arsenal,0,1606.84,1604.59
2019-2020,18,2019-12-21,Aston Villa,1,1409.53,1397.75
2019-2020,18,2019-12-21,Southampton,3,1485.39,1497.17
2019-2020,18,2019-12-21,Bournemouth,0,1518.91,1504.57
2019-2020,18,2019-12-21,Burnley,1,1534.27,1548.6
2019-2020,18,2019-12-21,Brighton,0,1511.9,1498.13
2019-2020,18,2019-12-21,Sheffield United,1,1540.52,1554.28
2019-2020,18,2019-12-21,Newcastle,1,1570.96,1587.05
2019-2020,18,2019-12-21,Crystal Palace,0,1596.22,1580.13
2019-2020,18,2019-12-21,Norwich,1,1417.95,1410.21
2019-2020,18,2019-12-21,Wolves,2,1601.43,1609.18
2019-2020,18,2019-12-21,Man City,3,1842.08,1850.7
2019-2020,18,2019-12-21,Leicester,1,1684.11,1675.5
2019-2020,18,2019-12-22,Tottenham,0,1651.58,1636.75
2019-2020,18,2019-12-22,Chelsea,2,1655.44,1670.27
2019-2020,18,2019-12-22,Watford,2,1464.23,1486.94
2019-2020,18,2019-12-22,Man United,0,1661.49,1638.79
2019-2020,19,2019-12-26,Man United,4,1638.79,1651.57
2019-2020,19,2019-12-26,Newcastle,1,1587.05,1574.27
2019-2020,19,2019-12-26,Everton,1,1556.58,1571.23
2019-2020,19,2019-12-26,Burnley,0,1548.6,1533.95
2019-2020,19,2019-12-26,Leicester,0,1675.5,1669.7
2019-2020,19,2019-12-26,Liverpool,4,1923.45,1929.26
2019-2020,19,2019-12-26,Crystal Palace,2,1580.13,1593.21
2019-2020,19,2019-12-26,West Ham,1,1535.39,1522.31
2019-2020,19,2019-12-26,Sheffield United,1,1554.28,1551.41
2019-2020,19,2019-12-26,Watford,1,1486.94,1489.81
2019-2020,19,2019-12-26,Bournemouth,1,1504.57,1508.78
2019-2020,19,2019-12-26,Arsenal,1,1604.59,1600.39
2019-2020,19,2019-12-26,Tottenham,2,1636.75,1646.06
2019-2020,19,2019-12-26,Brighton,1,1498.13,1488.82
2019-2020,19,2019-12-26,Chelsea,0,1670.27,1648.36
2019-2020,19,2019-12-26,Southampton,2,1497.17,1519.08
2019-2020,19,2019-12-26,Aston Villa,1,1397.75,1413.29
2019-2020,19,2019-12-26,Norwich,0,1410.21,1394.67
2019-2020,19,2019-12-27,Wolves,3,1609.18,1633.19
2019-2020,19,2019-12-27,Man City,2,1850.7,1826.68
2019-2020,20,2019-12-28,Brighton,2,1488.82,1504.68
2019-2020,20,2019-12-28,Bournemouth,0,1508.78,1492.92
2019-2020,20,2019-12-28,Newcastle,1,1574.27,1559.14
2019-2020,20,2019-12-28,Everton,2,1571.23,1586.37
2019-2020,20,2019-12-28,Southampton,1,1519.08,1522.23
2019-2020,20,2019-12-28,Crystal Palace,1,1593.21,1590.05
2019-2020,20,2019-12-28,Watford,3,1489.81,1501.56
2019-2020,20,2019-12-28,Aston Villa,0,1413.29,1401.54
2019-2020,20,2019-12-28,Norwich,2,1394.67,1403.96
2019-2020,20,2019-12-28,Tottenham,2,1646.06,1636.78
2019-2020,20,2019-12-28,West Ham,1,1522.31,1513.32
2019-2020,20,2019-12-28,Leicester,2,1669.7,1678.69
2019-2020,20,2019-12-28,Burnley,0,1533.95,1523.84
2019-2020,20,2019-12-28,Man United,2,1651.57,1661.68
2019-2020,20,2019-12-29,Man City,2,1826.68,1831.78
2019-2020,20,2019-12-29,Sheffield United,0,1551.41,1546.31
2019-2020,20,2019-12-29,Liverpool,1,1929.26,1933.87
2019-2020,20,2019-12-29,Wolves,0,1633.19,1628.58
2019-2020,20,2019-12-29,Arsenal,1,1600.39,1587.45
2019-2020,20,2019-12-29,Chelsea,2,1648.36,1661.3
2019-2020,21,2020-01-01,Brighton,1,1504.68,1511.02
2019-2020,21,2020-01-01,Chelsea,1,1661.3,1654.96
2019-2020,21,2020-01-01,Burnley,1,1523.84,1503.77
2019-2020,21,2020-01-01,Aston Villa,2,1401.54,1421.61
2019-2020,21,2020-01-01,Newcastle,0,1559.14,1549.11
2019-2020,21,2020-01-01,Leicester,3,1678.69,1688.72
2019-2020,21,2020-01-01,Southampton,1,1522.23,1542.0
2019-2020,21,2020-01-01,Tottenham,0,1636.78,1617.0
2019-2020,21,2020-01-01,Watford,2,1501.56,1521.81
2019-2020,21,2020-01-01,Wolves,1,1628.58,1608.33
2019-2020,21,2020-01-01,Man City,2,1831.78,1837.66
2019-2020,21,2020-01-01,Everton,1,1586.37,1580.49
2019-2020,21,2020-01-01,Norwich,1,1403.96,1411.3
2019-2020,21,2020-01-01,Crystal Palace,1,1590.05,1582.71
2019-2020,21,2020-01-01,West Ham,4,1513.32,1527.44
2019-2020,21,2020-01-01,Bournemouth,0,1492.92,1478.79
2019-2020,21,2020-01-01,Arsenal,2,1587.45,1605.61
2019-2020,21,2020-01-01,Man United,0,1661.68,1643.52
2019-2020,21,2020-01-02,Liverpool,2,1933.87,1936.78
2019-2020,21,2020-01-02,Sheffield United,0,1546.31,1543.4
2019-2020,22,2020-01-10,Sheffield United,1,1543.4,1557.71
2019-2020,22,2020-01-10,West Ham,0,1527.44,1513.12
2019-2020,22,2020-01-11,Crystal Palace,1,1582.71,1583.7
2019-2020,22,2020-01-11,Arsenal,1,1605.61,1604.62
2019-2020,22,2020-01-11,Chelsea,3,1654.96,1663.82
2019-2020,22,2020-01-11,Burnley,0,1503.77,1494.91
2019-2020,22,2020-01-11,Everton,1,1580.49,1592.53
2019-2020,22,2020-01-11,Brighton,0,1511.02,1498.98
2019-2020,22,2020-01-11,Leicester,1,1688.72,1667.74
2019-2020,22,2020-01-11,Southampton,2,1542.0,1562.99
2019-2020,22,2020-01-11,Man United,4,1643.52,1649.76
2019-2020,22,2020-01-11,Norwich,0,1411.3,1405.06
2019-2020,22,2020-01-11,Wolves,1,1608.33,1605.79
2019-2020,22,2020-01-11,Newcastle,1,1549.11,1551.64
2019-2020,22,2020-01-11,Tottenham,0,1617.0,1612.89
2019-2020,22,2020-01-11,Liverpool,1,1936.78,1940.89
2019-2020,22,2020-01-12,Bournemouth,0,1478.79,1465.64
2019-2020,22,2020-01-12,Watford,3,1521.81,1534.96
2019-2020,22,2020-01-12,Aston Villa,1,1421.61,1419.11
2019-2020,22,2020-01-12,Man City,6,1837.66,1840.16
2019-2020,23,2020-01-18,Newcastle,1,1551.64,1571.32
2019-2020,23,2020-01-18,Chelsea,0,1663.82,1644.14
2019-2020,23,2020-01-18,West Ham,1,1513.12,1516.49
2019-2020,23,2020-01-18,Everton,1,1592.53,1589.16
2019-2020,23,2020-01-18,Southampton,2,1562.99,1549.83
2019-2020,23,2020-01-18,Wolves,3,1605.79,1618.95
2019-2020,23,2020-01-18,Norwich,1,1405.06,1422.65
2019-2020,23,2020-01-18,Bournemouth,0,1465.64,1448.05
2019-2020,23,2020-01-18,Watford,0,1534.96,1538.27
2019-2020,23,2020-01-18,Tottenham,0,1612.89,1609.58
2019-2020,23,2020-01-18,Brighton,1,1498.98,1495.59
2019-2020,23,2020-01-18,Aston Villa,1,1419.11,1422.5
2019-2020,23,2020-01-18,Arsenal,1,1604.62,1602.61
2019-2020,23,2020-01-18,Sheffield United,1,1557.71,1559.72
2019-2020,23,2020-01-18,Man City,2,1840.16,1830.74
2019-2020,23,2020-01-18,Crystal Palace,2,1583.7,1593.12
2019-2020,23,2020-01-19,Burnley,2,1494.91,1516.81
2019-2020,23,2020-01-19,Leicester,1,1667.74,1645.84
2019-2020,23,2020-01-19,Liverpool,2,1940.89,1945.62
2019-2020,23,2020-01-19,Man United,0,1649.76,1645.03
2019-2020,24,2020-01-21,Sheffield United,0,1559.72,1554.51
2019-2020,24,2020-01-21,Man City,1,1830.74,1835.95
2019-2020,24,2020-01-21,Chelsea,2,1644.14,1642.35
2019-2020,24,2020-01-21,Arsenal,2,1602.61,1604.39
2019-2020,24,2020-01-21,Everton,2,1589.16,1588.39
2019-2020,24,2020-01-21,Newcastle,2,1571.32,1572.09
2019-2020,24,2020-01-21,Bournemouth,3,1448.05,1465.09
2019-2020,24,2020-01-21,Brighton,1,1495.59,1478.55
2019-2020,24,2020-01-21,Crystal Palace,0,1593.12,1576.26
2019-2020,24,2020-01-21,Southampton,2,1549.83,1566.68
2019-2020,24,2020-01-21,Aston Villa,2,1422.5,1442.32
2019-2020,24,2020-01-21,Watford,1,1538.27,1518.45
2019-2020,24,2020-01-22,Leicester,4,1645.84,1655.5
2019-2020,24,2020-01-22,West Ham,1,1516.49,1506.83
2019-2020,24,2020-01-22,Tottenham,2,1609.58,1617.21
2019-2020,24,2020-01-22,Norwich,1,1422.65,1415.02
2019-2020,24,2020-01-22,Man United,0,1645.03,1624.74
2019-2020,24,2020-01-22,Burnley,2,1516.81,1537.11
2019-2020,24,2020-01-23,Wolves,1,1618.95,1614.98
2019-2020,24,2020-01-23,Liverpool,2,1945.62,1949.59
2019-2020,24,2020-01-29,West Ham,0,1506.83,1504.66
2019-2020,24,2020-01-29,Liverpool,2,1949.59,1951.77
2019-2020,25,2020-02-01,Watford,2,1518.45,1506.43
2019-2020,25,2020-02-01,Everton,3,1588.39,1600.41
2019-2020,25,2020-02-01,Man United,0,1624.74,1624.32
2019-2020,25,2020-02-01,Wolves,0,1614.98,1615.41
2019-2020,25,2020-02-01,West Ham,3,1504.66,1503.53
2019-2020,25,2020-02-01,Brighton,3,1478.55,1479.68
2019-2020,25,2020-02-01,Newcastle,0,1572.09,1565.73
2019-2020,25,2020-02-01,Norwich,0,1415.02,1421.38
2019-2020,25,2020-02-01,Crystal Palace,0,1576.26,1560.32
2019-2020,25,2020-02-01,Sheffield United,1,1554.51,1570.45
2019-2020,25,2020-02-01,Bournemouth,2,1465.09,1479.11
2019-2020,25,2020-02-01,Aston Villa,1,1442.32,1428.3
2019-2020,25,2020-02-01,Leicester,2,1655.5,1654.93
2019-2020,25,2020-02-01,Chelsea,2,1642.35,1642.92
2019-2020,25,2020-02-01,Liverpool,4,1951.77,1954.71
2019-2020,25,2020-02-01,Southampton,0,1566.68,1563.74
2019-2020,25,2020-02-02,Burnley,0,1537.11,1539.98
2019-2020,25,2020-02-02,Arsenal,0,1604.39,1601.52
2019-2020,25,2020-02-02,Tottenham,2,1617.21,1640.58
2019-2020,25,2020-02-02,Man City,0,1835.95,1812.58
2019-2020,26,2020-02-08,Everton,3,1600.41,1613.69
2019-2020,26,2020-02-08,Crystal Palace,1,1560.32,1547.04
2019-2020,26,2020-02-08,Brighton,1,1479.68,1480.83
2019-2020,26,2020-02-08,Watford,1,1506.43,1505.28
2019-2020,26,2020-02-09,Sheffield United,2,1570.45,1581.6
2019-2020,26,2020-02-09,Bournemouth,1,1479.11,1467.97
2019-2020,26,2020-02-14,Wolves,0,1615.41,1617.1
2019-2020,26,2020-02-14,Leicester,0,1654.93,1653.23
2019-2020,26,2020-02-15,Norwich,0,1421.38,1420.05
2019-2020,26,2020-02-15,Liverpool,1,1954.71,1956.04
2019-2020,26,2020-02-15,Southampton,1,1563.74,1547.71
2019-2020,26,2020-02-15,Burnley,2,1539.98,1556.0
2019-2020,26,2020-02-16,Arsenal,4,1601.52,1614.98
2019-2020,26,2020-02-16,Newcastle,0,1565.73,1552.27
2019-2020,26,2020-02-16,Aston Villa,2,1428.3,1421.47
2019-2020,26,2020-02-16,Tottenham,3,1640.58,1647.41
2019-2020,26,2020-02-17,Chelsea,0,1642.92,1627.12
2019-2020,26,2020-02-17,Man United,2,1624.32,1640.12
2019-2020,26,2020-02-19,Man City,2,1812.58,1816.92
2019-2020,26,2020-02-19,West Ham,0,1503.53,1499.2
2019-2020,27,2020-02-22,Chelsea,2,1627.12,1642.99
2019-2020,27,2020-02-22,Tottenham,1,1647.41,1631.53
2019-2020,27,2020-02-22,Burnley,3,1556.0,1567.28
2019-2020,27,2020-02-22,Bournemouth,0,1467.97,1456.69
2019-2020,27,2020-02-22,Crystal Palace,1,1547.04,1562.27
2019-2020,27,2020-02-22,Newcastle,0,1552.27,1537.05
2019-2020,27,2020-02-22,Sheffield United,1,1581.6,1577.36
2019-2020,27,2020-02-22,Brighton,1,1480.83,1485.06
2019-2020,27,2020-02-22,Southampton,2,1547.71,1557.49
2019-2020,27,2020-02-22,Aston Villa,0,1421.47,1411.69
2019-2020,27,2020-02-22,Leicester,0,1653.23,1644.82
2019-2020,27,2020-02-22,Man City,1,1816.92,1825.33
2019-2020,27,2020-02-23,Man United,3,1640.12,1649.57
2019-2020,27,2020-02-23,Watford,0,1505.28,1495.82
2019-2020,27,2020-02-23,Wolves,3,1617.1,1624.41
2019-2020,27,2020-02-23,Norwich,0,1420.05,1412.75
2019-2020,27,2020-02-23,Arsenal,3,1614.98,1629.93
2019-2020,27,2020-02-23,Everton,2,1613.69,1598.74
2019-2020,27,2020-02-24,Liverpool,3,1956.04,1958.06
2019-2020,27,2020-02-24,West Ham,2,1499.2,1497.18
2019-2020,28,2020-02-28,Norwich,1,1412.75,1436.5
2019-2020,28,2020-02-28,Leicester,0,1644.82,1621.06
2019-2020,28,2020-02-29,Brighton,0,1485.06,1473.34
2019-2020,28,2020-02-29,Crystal Palace,1,1562.27,1573.99
2019-2020,28,2020-02-29,Bournemouth,2,1456.69,1464.04
2019-2020,28,2020-02-29,Chelsea,2,1642.99,1635.64
2019-2020,28,2020-02-29,Newcastle,0,1537.05,1538.35
2019-2020,28,2020-02-29,Burnley,0,1567.28,1565.98
2019-2020,28,2020-02-29,West Ham,3,1497.18,1514.76
2019-2020,28,2020-02-29,Southampton,1,1557.49,1539.91
2019-2020,28,2020-02-29,Watford,3,1495.82,1523.86
2019-2020,28,2020-02-29,Liverpool,0,1958.06,1930.02
2019-2020,28,2020-03-01,Everton,1,1598.74,1600.92
2019-2020,28,2020-03-01,Man United,1,1649.57,1647.39
2019-2020,28,2020-03-01,Tottenham,2,1631.53,1616.22
2019-2020,28,2020-03-01,Wolves,3,1624.41,1639.71
2019-2020,29,2020-03-07,Wolves,0,1639.71,1633.03
2019-2020,29,2020-03-07,Brighton,0,1473.34,1480.02
2019-2020,29,2020-03-07,Burnley,1,1565.98,1568.13
2019-2020,29,2020-03-07,Tottenham,1,1616.22,1614.07
2019-2020,29,2020-03-07,Southampton,0,1539.91,1524.85
2019-2020,29,2020-03-07,Newcastle,1,1538.35,1553.42
2019-2020,29,2020-03-07,Arsenal,1,1629.93,1640.13
2019-2020,29,2020-03-07,West Ham,0,1514.76,1504.56
2019-2020,29,2020-03-07,Crystal Palace,1,1573.99,1586.84
2019-2020,29,2020-03-07,Watford,0,1523.86,1511.01
2019-2020,29,2020-03-07,Liverpool,2,1930.02,1931.94
2019-2020,29,2020-03-07,Bournemouth,1,1464.04,1462.12
2019-2020,29,2020-03-07,Sheffield United,1,1577.36,1586.6
2019-2020,29,2020-03-07,Norwich,0,1436.5,1427.27
2019-2020,29,2020-03-08,Chelsea,4,1635.64,1649.15
2019-2020,29,2020-03-08,Everton,0,1600.92,1587.42
2019-2020,29,2020-03-08,Man United,2,1647.39,1669.47
2019-2020,29,2020-03-08,Man City,0,1825.33,1803.26
2019-2020,29,2020-03-09,Leicester,4,1621.06,1627.98
2019-2020,29,2020-03-09,Aston Villa,0,1411.69,1404.78
2019-2020,30,2020-06-17,Aston Villa,0,1404.78,1411.98
2019-2020,30,2020-06-17,Sheffield United,0,1586.6,1579.39
2019-2020,30,2020-06-17,Man City,3,1803.26,1811.69
2019-2020,30,2020-06-17,Arsenal,0,1640.13,1631.7
2019-2020,30,2020-06-19,Norwich,0,1427.27,1416.38
2019-2020,30,2020-06-19,Southampton,3,1524.85,1535.74
2019-2020,30,2020-06-19,Tottenham,1,1614.07,1616.44
2019-2020,30,2020-06-19,Man United,1,1669.47,1667.1
2019-2020,30,2020-06-20,Bournemouth,0,1462.12,1452.28
2019-2020,30,2020-06-20,Crystal Palace,2,1586.84,1596.68
2019-2020,30,2020-06-20,West Ham,0,1504.56,1494.87
2019-2020,30,2020-06-20,Wolves,2,1633.03,1642.73
2019-2020,30,2020-06-20,Watford,1,1511.01,1515.88
2019-2020,30,2020-06-20,Leicester,1,1627.98,1623.11
2019-2020,30,2020-06-20,Brighton,2,1480.02,1501.18
2019-2020,30,2020-06-20,Arsenal,1,1631.7,1610.53
2019-2020,30,2020-06-21,Newcastle,3,1553.42,1569.54
2019-2020,30,2020-06-21,Sheffield United,0,1579.39,1563.27
2019-2020,30,2020-06-21,Aston Villa,1,1411.98,1405.88
2019-2020,30,2020-06-21,Chelsea,2,1649.15,1655.25
2019-2020,30,2020-06-21,Everton,0,1587.42,1598.79
2019-2020,30,2020-06-21,Liverpool,0,1931.94,1920.57
2019-2020,30,2020-06-22,Man City,5,1811.69,1817.61
2019-2020,30,2020-06-22,Burnley,0,1568.13,1562.21
2019-2020,31,2020-06-23,Leicester,0,1623.11,1618.05
2019-2020,31,2020-06-23,Brighton,0,1501.18,1506.24
2019-2020,31,2020-06-23,Tottenham,2,1616.44,1626.4
2019-2020,31,2020-06-23,West Ham,0,1494.87,1484.91
2019-2020,31,2020-06-24,Liverpool,4,1920.57,1924.6
2019-2020,31,2020-06-24,Crystal Palace,0,1596.68,1592.65
2019-2020,31,2020-06-24,Wolves,1,1642.73,1650.24
2019-2020,31,2020-06-24,Bournemouth,0,1452.28,1444.77
2019-2020,31,2020-06-24,Newcastle,1,1569.54,1562.95
2019-2020,31,2020-06-24,Aston Villa,1,1405.88,1412.47
2019-2020,31,2020-06-24,Man United,3,1667.1,1677.74
2019-2020,31,2020-06-24,Sheffield United,0,1563.27,1552.63
2019-2020,31,2020-06-24,Norwich,0,1416.38,1408.6
2019-2020,31,2020-06-24,Everton,1,1598.79,1606.56
2019-2020,31,2020-06-25,Burnley,1,1562.21,1575.22
2019-2020,31,2020-06-25,Watford,0,1515.88,1502.87
2019-2020,31,2020-06-25,Southampton,0,1535.74,1523.92
2019-2020,31,2020-06-25,Arsenal,2,1610.53,1622.35
2019-2020,31,2020-06-25,Chelsea,2,1655.25,1676.79
2019-2020,31,2020-06-25,Man City,1,1817.61,1796.07
2019-2020,32,2020-06-27,Aston Villa,0,1412.47,1406.38
2019-2020,32,2020-06-27,Wolves,1,1650.24,1656.32
2019-2020,32,2020-06-28,Watford,1,1502.87,1488.78
2019-2020,32,2020-06-28,Southampton,3,1523.92,1538.01
2019-2020,32,2020-06-29,Crystal Palace,0,1592.65,1576.9
2019-2020,32,2020-06-29,Burnley,1,1575.22,1590.97
2019-2020,32,2020-06-30,Brighton,0,1506.24,1498.1
2019-2020,32,2020-06-30,Man United,3,1677.74,1685.89
2019-2020,32,2020-07-01,West Ham,3,1484.91,1507.44
2019-2020,32,2020-07-01,Chelsea,2,1676.79,1654.26
2019-2020,32,2020-07-01,Everton,2,1606.56,1622.06
2019-2020,32,2020-07-01,Leicester,1,1618.05,1602.56
2019-2020,32,2020-07-01,Bournemouth,1,1444.77,1434.68
2019-2020,32,2020-07-01,Newcastle,4,1562.95,1573.04
2019-2020,32,2020-07-01,Arsenal,4,1622.35,1629.14
2019-2020,32,2020-07-01,Norwich,0,1408.6,1401.82
2019-2020,32,2020-07-02,Sheffield United,3,1552.63,1570.76
2019-2020,32,2020-07-02,Tottenham,1,1626.4,1608.26
2019-2020,32,2020-07-02,Man City,4,1796.07,1816.38
2019-2020,32,2020-07-02,Liverpool,0,1924.6,1904.29
2019-2020,33,2020-07-04,Wolves,0,1656.32,1640.15
2019-2020,33,2020-07-04,Arsenal,2,1629.14,1645.31
2019-2020,33,2020-07-04,Man United,5,1685.89,1691.6
2019-2020,33,2020-07-04,Bournemouth,2,1434.68,1428.97
2019-2020,33,2020-07-04,Chelsea,3,1654.26,1662.61
2019-2020,33,2020-07-04,Watford,0,1488.78,1480.42
2019-2020,33,2020-07-04,Norwich,0,1401.82,1390.87
2019-2020,33,2020-07-04,Brighton,1,1498.1,1509.04
2019-2020,33,2020-07-04,Leicester,3,1602.56,1616.45
2019-2020,33,2020-07-04,Crystal Palace,0,1576.9,1563.0
2019-2020,33,2020-07-05,Liverpool,2,1904.29,1905.9
2019-2020,33,2020-07-05,Aston Villa,0,1406.38,1404.76
2019-2020,33,2020-07-05,Southampton,1,1538.01,1562.98
2019-2020,33,2020-07-05,Man City,0,1816.38,1791.41
2019-2020,33,2020-07-05,Burnley,1,1590.97,1590.1
2019-2020,33,2020-07-05,Sheffield United,1,1570.76,1571.64
2019-2020,33,2020-07-05,Newcastle,2,1573.04,1570.24
2019-2020,33,2020-07-05,West Ham,2,1507.44,1510.24
2019-2020,33,2020-07-06,Tottenham,1,1608.26,1623.85
2019-2020,33,2020-07-06,Everton,0,1622.06,1606.47
2019-2020,34,2020-07-07,Crystal Palace,2,1563.0,1552.19
2019-2020,34,2020-07-07,Chelsea,3,1662.61,1673.42
2019-2020,34,2020-07-07,Watford,2,1480.42,1491.64
2019-2020,34,2020-07-07,Norwich,1,1390.87,1379.65
2019-2020,34,2020-07-07,Arsenal,1,1645.31,1644.07
2019-2020,34,2020-07-07,Leicester,1,1616.45,1617.7
2019-2020,34,2020-07-08,Man City,5,1791.41,1797.97
2019-2020,34,2020-07-08,Newcastle,0,1570.24,1563.68
2019-2020,34,2020-07-08,Sheffield United,1,1571.64,1589.56
2019-2020,34,2020-07-08,Wolves,0,1640.15,1622.23
2019-2020,34,2020-07-08,West Ham,0,1510.24,1498.63
2019-2020,34,2020-07-08,Burnley,1,1590.1,1601.71
2019-2020,34,2020-07-08,Brighton,1,1509.04,1506.27
2019-2020,34,2020-07-08,Liverpool,3,1905.9,1908.68
2019-2020,34,2020-07-09,Aston Villa,0,1404.76,1399.94
2019-2020,34,2020-07-09,Man United,3,1691.6,1696.43
2019-2020,34,2020-07-09,Everton,1,1606.47,1604.6
2019-2020,34,2020-07-09,Southampton,1,1562.98,1564.85
2019-2020,34,2020-07-09,Bournemouth,0,1428.97,1436.6
2019-2020,34,2020-07-09,Tottenham,0,1623.85,1616.22
2019-2020,35,2020-07-11,Norwich,0,1379.65,1369.6
2019-2020,35,2020-07-11,West Ham,4,1498.63,1508.69
2019-2020,35,2020-07-11,Watford,2,1491.64,1509.71
2019-2020,35,2020-07-11,Newcastle,1,1563.68,1545.61
2019-2020,35,2020-07-11,Liverpool,1,1908.68,1898.05
2019-2020,35,2020-07-11,Burnley,1,1601.71,1612.34
2019-2020,35,2020-07-11,Sheffield United,3,1589.56,1608.11
2019-2020,35,2020-07-11,Chelsea,0,1673.42,1654.87
2019-2020,35,2020-07-11,Brighton,0,1506.27,1501.55
2019-2020,35,2020-07-11,Man City,5,1797.97,1802.69
2019-2020,35,2020-07-12,Wolves,3,1622.23,1636.47
2019-2020,35,2020-07-12,Everton,0,1604.6,1590.36
2019-2020,35,2020-07-12,Aston Villa,2,1399.94,1421.12
2019-2020,35,2020-07-12,Crystal Palace,0,1552.19,1531.01
2019-2020,35,2020-07-12,Tottenham,2,1616.22,1632.42
2019-2020,35,2020-07-12,Arsenal,1,1644.07,1627.87
2019-2020,35,2020-07-12,Bournemouth,4,1436.6,1458.78
2019-2020,35,2020-07-12,Leicester,1,1617.7,1595.52
2019-2020,35,2020-07-13,Man United,2,1696.43,1691.01
2019-2020,35,2020-07-13,Southampton,2,1564.85,1570.27
2019-2020,36,2020-07-14,Chelsea,1,1654.87,1659.73
2019-2020,36,2020-07-14,Norwich,0,1369.6,1364.73
2019-2020,36,2020-07-15,Burnley,1,1612.34,1613.38
2019-2020,36,2020-07-15,Wolves,1,1636.47,1635.43
2019-2020,36,2020-07-15,Man City,2,1802.69,1806.33
2019-2020,36,2020-07-15,Bournemouth,1,1458.78,1455.14
2019-2020,36,2020-07-15,Newcastle,1,1545.61,1534.28
2019-2020,36,2020-07-15,Tottenham,3,1632.42,1643.75
2019-2020,36,2020-07-15,Arsenal,2,1627.87,1652.64
2019-2020,36,2020-07-15,Liverpool,1,1898.05,1873.28
2019-2020,36,2020-07-16,Everton,1,1590.36,1583.58
2019-2020,36,2020-07-16,Aston Villa,1,1421.12,1427.9
2019-2020,36,2020-07-16,Leicester,2,1595.52,1611.06
2019-2020,36,2020-07-16,Sheffield United,0,1608.11,1592.56
2019-2020,36,2020-07-16,Crystal Palace,0,1531.01,1522.47
2019-2020,36,2020-07-16,Man United,2,1691.01,1699.55
2019-2020,36,2020-07-16,Southampton,1,1570.27,1567.35
2019-2020,36,2020-07-16,Brighton,1,1501.55,1504.48
2019-2020,36,2020-07-17,West Ham,3,1508.69,1523.73
2019-2020,36,2020-07-17,Watford,1,1509.71,1494.66
2019-2020,37,2020-07-18,Norwich,0,1364.73,1358.95
2019-2020,37,2020-07-18,Burnley,2,1613.38,1619.16
2019-2020,37,2020-07-19,Tottenham,3,1643.75,1657.34
2019-2020,37,2020-07-19,Leicester,0,1611.06,1597.47
2019-2020,37,2020-07-19,Bournemouth,0,1455.14,1444.82
2019-2020,37,2020-07-19,Southampton,2,1567.35,1577.66
2019-2020,37,2020-07-20,Brighton,0,1504.48,1505.77
2019-2020,37,2020-07-20,Newcastle,0,1534.28,1533.0
2019-2020,37,2020-07-20,Sheffield United,0,1592.56,1577.18
2019-2020,37,2020-07-20,Everton,1,1583.58,1598.97
2019-2020,37,2020-07-20,Wolves,2,1635.43,1645.72
2019-2020,37,2020-07-20,Crystal Palace,0,1522.47,1512.18
2019-2020,37,2020-07-21,Watford,0,1494.66,1490.39
2019-2020,37,2020-07-21,Man City,4,1806.33,1810.61
2019-2020,37,2020-07-21,Aston Villa,1,1427.9,1451.44
2019-2020,37,2020-07-21,Arsenal,0,1652.64,1629.09
2019-2020,37,2020-07-22,Man United,1,1699.55,1692.55
2019-2020,37,2020-07-22,West Ham,1,1523.73,1530.73
2019-2020,37,2020-07-22,Liverpool,5,1873.28,1880.07
2019-2020,37,2020-07-22,Chelsea,3,1659.73,1652.94
2019-2020,38,2020-07-26,Man City,5,1810.61,1812.68
2019-2020,38,2020-07-26,Norwich,0,1358.95,1356.87
2019-2020,38,2020-07-26,West Ham,1,1530.73,1527.37
2019-2020,38,2020-07-26,Aston Villa,1,1451.44,1454.81
2019-2020,38,2020-07-26,Southampton,3,1577.66,1592.64
2019-2020,38,2020-07-26,Sheffield United,1,1577.18,1562.2
2019-2020,38,2020-07-26,Newcastle,1,1533.0,1529.42
2019-2020,38,2020-07-26,Liverpool,3,1880.07,1883.65
2019-2020,38,2020-07-26,Leicester,0,1597.47,1586.47
2019-2020,38,2020-07-26,Man United,2,1692.55,1703.54
2019-2020,38,2020-07-26,Everton,1,1598.97,1577.72
2019-2020,38,2020-07-26,Bournemouth,3,1444.82,1466.07
2019-2020,38,2020-07-26,Crystal Palace,1,1512.18,1518.1
2019-2020,38,2020-07-26,Tottenham,1,1657.34,1651.42
2019-2020,38,2020-07-26,Chelsea,2,1652.94,1667.63
2019-2020,38,2020-07-26,Wolves,0,1645.72,1631.03
2019-2020,38,2020-07-26,Burnley,1,1619.16,1599.43
2019-2020,38,2020-07-26,Brighton,2,1505.77,1525.5
2019-2020,38,2020-07-26,Arsenal,3,1629.09,1638.4
2019-2020,38,2020-07-26,Watford,2,1490.39,1481.08
2020-2021,1,2020-09-12,Fulham,0,1413.2,1406.75
2020-2021,1,2020-09-12,Arsenal,3,1638.4,1644.85
2020-2021,1,2020-09-12,Crystal Palace,1,1518.1,1536.27
2020-2021,1,2020-09-12,Southampton,0,1592.64,1574.47
2020-2021,1,2020-09-12,Liverpool,4,1883.65,1886.14
2020-2021,1,2020-09-12,Leeds,3,1466.14,1463.66
